city,lat,lng,country
Kattivakkam,13.2167,80.3167,India
Barauli,26.3815,84.5872,India
Kharik,25.3679,87.0026,India
Barhiya,25.2833,86.0333,India
Ambasamudram,8.7037,77.4527,India
Dildarnagar,25.4309,83.6665,India
Yeola,20.042,74.489,India
Berubari,26.3603,88.7152,India
Muttayyapuram,8.7498,78.1311,India
Gurrampod,16.8667,79.1167,India
Pirthipur,25.1853,78.665,India
Saoner,21.3858,78.9201,India
Shoranur,10.77,76.28,India
Surampatti,11.3411,77.6956,India
Akbarpur,26.52,82.62,India
Anakaputtur,12.9823,80.1282,India
Laungowal,30.2167,75.6833,India
Karmegh,26.5307,86.4263,India
Periyakulam,10.12,77.55,India
Jajpur,21.214,86.107,India
Limbdi,22.5685,71.7949,India
Majhaul,25.557,86.128,India
Karsiyang,26.88,88.28,India
Bhatpalli,18.4314,79.8605,India
Than,22.5667,71.1833,India
Nandura Buzurg,20.8333,76.4597,India
Nathdwara,24.93,73.82,India
Nalhati,24.3,87.82,India
Bilasipara,26.2328,90.2341,India
Pratapgarh,24.03,74.78,India
Narayanpet,16.7445,77.496,India
Saidpur Dabra,25.3207,87.1793,India
Golaghat,26.52,93.97,India
Memari,23.2,88.12,India
Rajaori,33.38,74.31,India
Pamban,9.279,79.2109,India
Dhamdaha,25.7435,87.1835,India
Sanand,22.98,72.38,India
Indi,17.1773,75.9526,India
Pileru,13.6549,78.9471,India
Buddh Gaya,24.6981,84.9869,India
Rajgir,25.03,85.42,India
Ramganj Mandi,24.6472,75.9444,India
Jayamkondacholapuram,11.2127,79.3637,India
Peddapalli,18.6162,79.3832,India
Naini Tal,29.3919,79.4542,India
Talcher,20.95,85.23,India
Palia Kalan,28.45,80.5833,India
Agar,23.7118,76.0157,India
Patti,31.28,74.86,India
Sherghati,24.57,84.78,India
Vavveru,14.5594,79.8725,India
Kovvur,17.017,81.731,India
Pilani,28.37,75.6,India
Jogbani,26.4024,87.2656,India
Partapnagar,25.4145,87.0787,India
Krishnarajasagara,12.4398,76.3828,India
Tirukkoyilur,11.95,79.2,India
Nowgong,25.0574,79.4381,India
Kadur,13.5529,76.0116,India
Samalkha,29.23,77.02,India
Sabalgarh,26.25,77.4,India
Palampur,32.1097,76.5366,India
Jhabua,22.7677,74.5909,India
Kilakkarai,9.2314,78.7848,India
Pachrukha,26.7373,84.8861,India
Sivaganga,9.8433,78.4809,India
Channarayapatna,12.9,76.39,India
Vellakkovil,10.93,77.72,India
Islampur,25.1407,85.2059,India
Mailapur,13.021,77.938,India
Maihar,24.262,80.761,India
Murtajapur,20.73,77.51,India
Begamganj,23.5992,78.3406,India
Junnar,19.2,73.88,India
Hailakandi,24.6839,92.561,India
Jale,26.38,85.72,India
Kunigal,13.0232,77.0252,India
Uttarkashi,30.73,78.45,India
Nawabganj,28.54,79.633,India
Sindgi,16.92,76.234,India
Basudebpur,21.1197,86.729,India
Kalimpong,27.06,88.47,India
Revelganj,25.78,84.67,India
Idangansalai,11.6272,77.989,India
Atmakur,15.8779,78.5884,India
Ayirapuram,9.8781,76.3039,India
Walajapet,12.9255,79.3652,India
Nurpur,29.15,78.4,India
Badepalli,16.7549,78.1443,India
Solan,30.905,77.097,India
Shankarpur Khawas,25.2016,87.1496,India
Khachrod,23.4232,75.2819,India
Rani,25.5564,85.9021,India
Charaut,26.5322,85.7942,India
Seram,17.183,77.283,India
Vetapalem,15.78,80.32,India
Taki,22.59,88.92,India
Sirohi,24.885,72.8625,India
Pehowa,29.98,76.58,India
Betamcherla,15.4667,78.1667,India
Thakraha,26.7419,84.2562,India
Sikandra Rao,27.7,78.4,India
Amla,21.9248,78.1279,India
Penumur,13.3667,79.1833,India
Birmitrapur,22.4,84.7667,India
Dwarka,22.2403,68.9686,India
Mehidpur,23.4888,75.658,India
Kadiyam,16.9167,81.8333,India
Buchireddipalem,14.538,79.875,India
Khairtal,27.8346,76.6388,India
Huzurabad,18.2,79.42,India
Rajula,21.05,71.43,India
Mamun,32.2824,75.6983,India
Phulbani,20.47,84.23,India
Gomoh,23.8735,86.1516,India
Dubrajpur,23.8,87.38,India
Kakching,24.6085,94.0029,India
Jagdispur,25.4674,84.4204,India
Pathanamthitta,9.2648,76.787,India
Goribidnur,13.6111,77.5167,India
Pen,18.75,73.08,India
Tasgaon,17.03,74.6,India
Bahadurganj,26.2617,87.8244,India
Cheyyar,12.662,79.5435,India
Sitalkuchi,26.1697,89.1914,India
Dalkola,25.8758,87.8401,India
Coondapoor,13.6313,74.6902,India
Srinagar,30.22,78.78,India
Ichchapuram,19.12,84.7,India
Basavana Bagevadi,16.5728,75.9725,India
Thana Bhawan,29.5833,77.4167,India
Malavalli,12.38,77.08,India
Rawatbhata,24.93,75.58,India
Hatta,24.1341,79.6012,India
Sarangpur,23.57,76.47,India
Mahe,11.7011,75.5367,India
Lahar,26.194,78.9414,India
Kanigiri,15.4,79.5167,India
Morsi,21.318,78.0095,India
Bindki,26.03,80.6,India
Ratia,29.6833,75.575,India
Chanderi,24.72,78.13,India
Rafiganj,24.82,84.65,India
Gajendragarh,15.7363,75.9698,India
Pilibangan,29.4888,74.0748,India
Nakodar,31.13,75.47,India
Dinhata,26.13,89.47,India
Punarakh,25.493,85.8054,India
Patamundai,20.57,86.57,India
Musiri,10.9333,78.45,India
Zira,30.97,74.99,India
Karamadai,11.2428,76.9617,India
Pathri,19.25,76.45,India
Ariyalur,11.1333,79.0833,India
Tuensang,26.2716,94.8314,India
Robertsganj,24.7,83.07,India
Lakshmeshwar,15.13,75.47,India
Pihani,27.6199,80.2034,India
Sankaridrug,11.48,77.87,India
Purna,19.18,77.05,India
Huzurnagar,16.9,79.8833,India
Maur,30.0833,75.25,India
Kodaikanal,10.23,77.48,India
Shirdi,19.77,74.48,India
Sholinghur,13.12,79.42,India
Nargund,15.72,75.38,India
Kharagpur,25.1245,86.5558,India
Pakribarawan,24.954,85.7376,India
Jalarpet,12.5703,78.5732,India
Kotma,23.2038,81.979,India
Udhampur,32.916,75.1419,India
Narsampet,17.9285,79.8925,India
Vempalle,14.3667,78.4667,India
Wai,17.95,73.89,India
Mahna,30.228,74.9937,India
Medchal,17.6297,78.4814,India
Garhakota,23.7791,79.1432,India
Malpura,26.28,75.38,India
Wokha,26.1,94.27,India
Tarikere,13.7104,75.8122,India
Partur,19.5911,76.2161,India
Mokokchung,26.32,94.5,India
Kalakkadu,8.5138,77.5494,India
Shiggaon,14.991,75.223,India
Hole Narsipur,12.7863,76.2433,India
Chitapur,17.1201,77.0869,India
Savanur,14.9731,75.3328,India
Kita Chauhattar,25.677,84.872,India
Umarga,17.84,76.6217,India
Surandai,8.9773,77.4206,India
Uravakonda,14.95,77.27,India
Baraidih,25.9798,86.1434,India
Zaidpur,26.83,81.33,India
Shiyali,11.239,79.736,India
Usilampatti,9.97,77.8,India
Guskhara,23.4928,87.7347,India
Karumattampatti,11.1093,77.182,India
Yellandu,17.6,80.33,India
Giddalur,15.3784,78.9265,India
Muddebihal,16.33,76.13,India
Safidon,29.42,76.67,India
Vedaranniyam,10.3774,79.8495,India
Rawatsar,29.28,74.38,India
Vadigenhalli,13.29,77.8,India
Rudarpur,26.4293,83.6104,India
Lingsugur,16.17,76.52,India
Hirakud,21.525,83.8727,India
Allagadda,15.1322,78.5138,India
Kulittalai,10.9357,78.4241,India
Manamadurai,9.6956,78.4564,India
Dhamnod,22.2093,75.4706,India
Gundlupet,11.8,76.68,India
Balarampur,26.2432,89.5863,India
Angamali,10.2,76.4,India
Vemalwada,18.4667,78.8833,India
Paithan,19.48,75.38,India
Kalaruch,34.5731,74.321,India
Madhubani,26.5147,84.7645,India
Narsipatnam,17.665,82.614,India
Banda,24.0449,78.9609,India
Kasba,25.8564,87.5384,India
Madakalavaripalli,14.7475,79.0843,India
Ankola,14.6605,74.3047,India
Tiruvur,17.1,80.6,India
Degana,26.8951,74.3222,India
Hisua,24.8336,85.4173,India
Siripur,25.997,86.9599,India
Risod,19.97,76.78,India
Belhi,26.5769,86.1723,India
Shamsabad,17.2603,78.3969,India
Zamania,25.4194,83.5569,India
Almora,29.5971,79.6591,India
Kallidaikurichi,8.6859,77.4659,India
Toda Bhim,26.9167,76.8167,India
Borne,25.5431,86.6999,India
Kokrajhar,26.4,90.27,India
Byadgi,14.6733,75.4868,India
Pulgaon,20.726,78.317,India
Annigeri,15.4251,75.4335,India
Chand Chaur,25.7276,85.7865,India
Shikarpur,28.2814,78.0108,India
Shamsabad,27.02,78.13,India
Vadavalli,11.0258,76.9038,India
Kondapalle,16.6167,80.5333,India
Dhekiajuli,26.7037,92.4781,India
Debagram,23.6833,88.2833,India
Bamaur,26.339,78.101,India
Tiruchendur,8.4946,78.1219,India
Bhawanipur Rajdham,25.6501,87.1396,India
Churi,23.6549,85.0128,India
Fatehpur Sikri,27.0911,77.6611,India
Jamikunta,18.2864,79.4761,India
Patratu,23.67,85.28,India
Darsi,15.7667,79.6833,India
Jhanjharpur,26.2647,86.2799,India
Makhdumpur,25.072,84.973,India
Kavundappadi,11.4248,77.5579,India
Arumuganeri,8.5717,78.0922,India
Nanjikkottai,10.7453,79.1289,India
Madikeri,12.4209,75.7397,India
Nautan Dube,26.7118,84.503,India
Udaipur,23.5389,91.4917,India
Umaria,23.5247,80.8372,India
Sherpur,25.6539,84.9793,India
Kareli,22.9153,79.0638,India
Karkala,13.2,74.98,India
Hangal,14.7646,75.1246,India
Alamnagar,25.561,86.9014,India
Kovur,14.4833,79.9833,India
Sanchor,24.7517,71.7762,India
Umarkot,19.6653,82.2063,India
Puraini,25.1426,86.9797,India
Rusera,25.76,86.03,India
Charthawal,29.55,77.5833,India
Ketti,11.4,76.7,India
Erraguntla,14.6333,78.5333,India
Unchagao,16.6988,74.2749,India
Satana,20.5797,74.216,India
Turaiyur,11.1686,78.6211,India
Manwat,19.3,76.5,India
Taranagar,28.6689,75.0406,India
Akividu,16.5823,81.3811,India
Sadabad,27.45,78.05,India
Sanha,25.402,86.3592,India
Utraula,27.32,82.42,India
Naspur,18.83,79.45,India
Samdhin,27.137,79.703,India
Kalyandrug,14.55,77.1,India
Kolachel,8.1767,77.2591,India
Kangayam,11.0054,77.562,India
Bijaynagar,25.93,74.6386,India
Kukshi,22.2068,74.7579,India
Radhanpur,23.83,71.6,India
Narsinghgarh,23.7,77.1,India
Berasia,23.6146,77.4645,India
Mangur,17.9373,80.8185,India
Kottaikuppam,11.9613,79.8392,India
Tummapala,17.7166,82.9965,India
Pedana,16.2667,81.1667,India
Lumding,25.75,93.17,India
Kochugaon,26.5518,90.0762,India
Pandua,23.08,88.28,India
Lalgola,24.42,88.25,India
Tuljapur,18,76.08,India
Shikarpur,14.27,75.35,India
Rahimpur,25.4894,86.4774,India
Rahatgarh,23.78,78.37,India
Jamalpur,25.4112,86.6593,India
Sri Madhopur,27.4667,75.6,India
Gadarpur,29.0437,79.2465,India
Tekkali,18.6057,84.2355,India
Deori Khas,23.3902,79.0163,India
Mussoorie,30.45,78.08,India
Titlagarh,20.3,83.15,India
Mahemdavad,22.83,72.77,India
Babura,25.6838,84.7825,India
Husainabad,24.5285,84,India
Chinnalapatti,10.2875,77.912,India
Riga,26.6553,85.442,India
Periyanayakkanpalaiyam,11.1544,76.9499,India
Margram,24.1516,87.8442,India
Devanhalli,13.23,77.7,India
Podili,15.604,79.608,India
Shrigonda,18.616,74.698,India
Mansa,23.43,72.67,India
Palaiya Ayakkudi,10.456,77.5595,India
Karera,25.4581,78.1358,India
Mainaguri,26.564,88.82,India
Malakanagiri,18.35,81.9,India
Puthupalli,9.5594,76.5722,India
Hadagalli,15.02,75.95,India
Kuttanallur,10.7069,79.5235,India
Egra,21.9,87.53,India
Taramangalam,11.7,77.98,India
Manavadar,21.5,70.13,India
Marar,25.5392,86.5074,India
Chengam,12.3112,78.7925,India
Bannur,12.3329,76.862,India
Devarshola,11.5437,76.4404,India
Raghopur,26.1785,86.0892,India
Manawar,22.23,75.08,India
Uran,18.89,72.95,India
Leh,34.1642,77.5847,India
Rasra,25.85,83.85,India
Colgong,25.2633,87.2326,India
Sagwara,23.6681,74.0244,India
Tirwa,26.9633,79.7922,India
Kuttuparamba,11.83,75.58,India
Anjad,22.0417,75.0552,India
Chimakurti,15.5819,79.868,India
Pokhram,25.9358,86.1974,India
Rehli,23.63,79.08,India
Shahpura,25.63,74.93,India
Kalpatta,11.6088,76.0814,India
Mahugaon,22.5748,75.7445,India
Koratgi,15.6081,76.6597,India
Kalappatti,11.0794,77.0371,India
Madhepur,26.1775,86.3783,India
Garaimari,24.0217,88.6263,India
Talwara,31.9376,75.8866,India
Jamtara,23.95,86.8,India
Mannargudi,11.2761,79.552,India
Panakkudi,8.3492,77.5672,India
Magadi,12.97,77.23,India
Gudalur,11.1455,76.9366,India
Navapur,21.17,73.78,India
Salaya,22.32,69.6,India
Kotturu,14.8262,76.2259,India
Birur,13.5972,75.9717,India
Sottaiyampalaiyam,11.4053,77.6794,India
Krishnarajpet,12.6662,76.4877,India
Landhaura,29.82,77.93,India
Nattam,10.2249,78.231,India
Mundi,22.07,76.5,India
Sheohar,26.52,85.3,India
Ibrahimpatnam,16.6056,80.3786,India
Devarkonda,16.6919,78.9207,India
Saho,25.9718,86.1537,India
Arda,32.3087,76.5772,India
Murliganj,25.9,86.98,India
Pattikonda,15.4,77.5167,India
Alluru,15.1317,78.5131,India
Pardi,20.52,72.95,India
Nepanagar,21.4558,76.4494,India
Lakheri,25.67,76.17,India
Hosdurga,13.7963,76.2841,India
Nauhata,25.9971,86.4887,India
Vadakku Valliyur,8.3833,77.65,India
Jamai,22.1964,78.5919,India
Chiknayakanhalli,13.4161,76.6206,India
Vattalkundu,10.163,77.758,India
Atmakur,14.6167,79.6167,India
Kottakota,13.6573,78.2625,India
Uttamapalaiyam,9.8,77.3333,India
Mudbidri,12.9101,75.003,India
Ladwa,29.9958,77.04,India
Sonamukhi,23.3,87.42,India
Khunti,23.014,85.2724,India
Mahendragarh,28.28,76.15,India
Udaipur,27.7289,75.4716,India
Nakrekal,17.1667,79.4333,India
Maddagiri,13.66,77.21,India
Brahmana Periya Agraharam,11.369,77.7063,India
Kamalapuram,15.3044,76.4765,India
Parsa,26.0021,84.5979,India
Kailaras,26.305,77.616,India
Raikot,30.65,75.6,India
Amarpur,25.0397,86.9025,India
Deodrug,16.4167,76.9341,India
Patjirwa,26.8084,84.3847,India
Nalbari,26.445,91.44,India
Goriar,25.5513,87.2046,India
Kodumur,15.6833,77.7833,India
Pawayan,28.0667,80.1,India
Narsimlapet,17.51,79.8044,India
Nahan,30.55,77.3,India
Kudligi,14.905,76.3853,India
Dhabauli,25.8346,86.8057,India
Tudiyalur,11.0816,76.9446,India
Dinanagar,32.15,75.4667,India
Srungavarapukota,18.1167,83.1667,India
Kuzhittura,8.3165,77.2061,India
Bagha Purana,30.6881,75.0984,India
Shahpura,27.3897,75.9596,India
Nongstoin,25.52,91.27,India
Losal,27.4,74.92,India
Kalwakurti,16.65,78.48,India
Banswada,18.3833,77.8833,India
Malmal,26.4833,86.05,India
Rajpur,22.3053,74.3525,India
Hajipur,31.9771,75.7544,India
Maharajpur,25.0194,79.7319,India
Matihani,25.3595,86.1826,India
Harur,12.051,78.4827,India
Umargam,20.17,72.76,India
Pavugada,14.1,77.28,India
Bihpur,25.3889,86.9337,India
Tarana,23.33,76.03,India
Muvattupula,9.9798,76.5803,India
Gingee,12.2528,79.4173,India
Perumbalam,10.8,76.14,India
Raisinghnagar,29.5342,73.4477,India
Karanjia,21.7626,85.9732,India
Kotagiri,11.4167,76.8667,India
Ramanayyapeta,17.3203,82.1014,India
Maner,25.65,84.88,India
Padiyanallur,13.2004,80.1761,India
Tanguturu,15.34,80.039,India
Sangola,17.4378,75.1939,India
Barughutu,23.8038,85.5555,India
Areraj,26.5527,84.6726,India
Nainijor,25.6811,84.3456,India
Aron,24.3811,77.4174,India
Kushtagi,15.7562,76.1911,India
Vadnagar,23.785,72.64,India
Madhura,26.3388,87.1027,India
Ahmadabad,25.3019,87.7938,India
Khategaon,22.5957,76.9133,India
Varandarapilli,10.4167,76.3333,India
Charkhari,25.4,79.75,India
Pachor,23.7098,76.7339,India
Thatha,25.4988,86.5908,India
Sandur,15.1,76.55,India
Soron,27.88,78.75,India
Payakaraopeta,17.4161,82.6144,India
Penukonda,14.0847,77.5967,India
Mukher,18.7008,77.3628,India
Bandipura,34.4225,74.6375,India
Suluru,13.7,80.018,India
Ayyagarpet,17.2197,80.8339,India
Mankachar,25.53,89.87,India
Virakeralam,11.0077,76.9126,India
Shahganj,26.056,82.682,India
Manihari,25.35,87.63,India
Parimpudi,17.1171,81.4342,India
Shencottah,8.9733,77.2464,India
Jaynagar,26.5833,86.15,India
Sadri,25.18,73.43,India
Malebennur,14.3537,75.74,India
Bhander,25.7358,78.7456,India
Rasiari,26.0464,86.3471,India
Panchanandapur,24.9339,87.9761,India
Reoti,25.85,84.3833,India
Silao,25.0836,85.428,India
Digboi,27.3932,95.6184,India
Raver,21.2431,76.0333,India
Chettipalaiyam,11.1667,77.335,India
Haliyal,15.3294,74.7633,India
Chintalapalle,15.04,76.2,India
Rampur,26.2126,87.2491,India
Bathnaha,26.6433,85.5747,India
Vadippatti,10.0843,77.9634,India
Bhuban,20.882,85.8333,India
Madattukkulam,10.5587,77.366,India
Afzalpur,17.2,76.35,India
Amangal,16.8499,78.5327,India
Rangia,26.47,91.63,India
Margherita,27.28,95.68,India
Nelliyalam,11.5255,76.3589,India
Mel Bhuvanagiri,11.438,79.6328,India
Sadalgi,16.42,74.58,India
Bagepalli,13.78,77.79,India
Talaja,21.35,72.05,India
Jirwa,26.0064,86.8604,India
Bankapur,14.923,75.2622,India
Suar,29.027,79.057,India
Kako,25.2259,85.0642,India
Bijbiara,33.7938,75.107,India
Pamidi,14.95,77.5833,India
Dasuya,31.8168,75.6531,India
Mandi,31.72,76.92,India
Srinivaspur,13.3378,78.2122,India
Chengannur,9.32,76.6215,India
Kantabanji,20.4671,82.9204,India
Rajgarh,27.236,76.622,India
Wellington,11.3655,76.7844,India
Gilarchat,22.0703,88.4455,India
Lauri,25.1396,80.0011,India
Nadbai,27.23,77.2,India
Karumandi Chellipalaiyam,11.3019,77.586,India
Mauganj,24.68,81.88,India
Bishunpur Sundar,26.0579,86.9833,India
Guruzala,16.58,79.57,India
Narasannapeta,18.4151,84.0447,India
Vadakkanandal,11.7739,78.8666,India
Tekkalakote,15.5348,76.8785,India
Hukeri,16.23,74.6,India
Manasa,24.48,75.15,India
Taloda,21.5607,74.22,India
Kudachi,16.48,74.78,India
Dum Duma,27.5688,95.5566,India
Maski,15.9581,76.6569,India
Deogarh,21.5383,84.7334,India
Chintalapudi,17.0667,80.9833,India
Mangaldai,26.43,92.03,India
Beohari,24.0242,81.3783,India
Nilakkottai,10.17,77.87,India
Budhlada,29.93,75.57,India
Safipur,26.73,80.35,India
Ringas,27.37,75.57,India
Manoli,15.78,75.12,India
Mannachchanellur,10.9078,78.7022,India
Terdal,16.5,75.05,India
Vadakku Viravanallur,8.6979,77.5192,India
Ubaidullahganj,22.9983,77.5862,India
Renigunta,13.65,79.52,India
Talikota,16.48,76.32,India
Guduru,15.7748,77.8074,India
Raman,29.9504,74.9785,India
Chitarpur,23.5794,85.6548,India
Tiruppattur,10.13,78.62,India
Maheshwar,22.1769,75.5856,India
Buddayyakota,13.6593,78.2632,India
Chinna Salem,11.6342,78.8741,India
Dugda,23.7452,86.1717,India
Kottapeta,16.7167,81.9,India
Polasara,19.7815,84.5836,India
Gulam,25.7965,86.7416,India
Attimarappatti,8.7297,78.1169,India
Barki Ballia,25.4223,86.2758,India
Phulera,26.87,75.23,India
Raghunathpur,23.55,86.67,India
Nagar,27.4247,77.0995,India
Attili,16.7,81.6,India
Nij Khari,22.0929,88.4288,India
Madira,16.9167,80.3667,India
Mungaoli,24.4084,78.0959,India
Seondha,26.1542,78.7812,India
Basopatti,26.578,86.0052,India
Sahaspur,29.121,78.621,India
Vijapur,23.57,72.75,India
Kadamalaikkundu,9.811,77.5039,India
Sirumugai,11.3214,77.0052,India
Gajwel,17.8517,78.6828,India
Raghopur,25.5323,85.3809,India
Sirmatpur,25.3235,87.3836,India
Kiranur,11.692,79.2899,India
Nagod,24.5692,80.5881,India
Singarayakonda,15.25,80.03,India
Ramdiri,25.3118,86.1023,India
Baheri,25.9426,86.0471,India
Merkanam,12.1942,79.9435,India
Uttaramerur,12.616,79.753,India
Sangrampur,26.4752,84.6898,India
Irugur,11.0178,77.0629,India
Pauri,30.15,78.78,India
Nabinagar,24.62,84.12,India
Andhra Tharhi,26.3771,86.3341,India
Namrup,27.1939,95.3193,India
Podaturpeta,13.2817,79.4854,India
Vasudevanallur,9.2417,77.4118,India
Ilaiyankudi,9.6271,78.6247,India
Panagar,23.3,79.98,India
Latehar,23.7442,84.4998,India
Timurni,22.3712,77.2274,India
Wadi,17.07,76.98,India
Jaisinghpur,26.6318,84.7855,India
Shrirangapattana,12.414,76.704,India
Rajakheri,23.8593,78.7852,India
Tirora,21.4072,79.9326,India
Saidpur,25.55,83.18,India
Avanigadda,16.0197,80.92,India
Jevargi,17.0139,76.7732,India
Mudgal,16.0119,76.442,India
Rania,29.53,74.83,India
Tapa,30.2979,75.3694,India
Dhing,26.4679,92.4734,India
Kasrawad,22.1274,75.611,India
Banga,31.1887,75.9949,India
Kola,22.43,87.87,India
Pallappatti,10.7198,77.8915,India
Maduru,14.7,78.78,India
Khalari,23.6506,85.0074,India
Khed Brahma,24.0299,73.0463,India
Siswa,26.7027,84.9133,India
Dhariwal,31.9561,75.3239,India
Tiruvattar,8.3307,77.2673,India
Nagarpara,25.4155,86.8832,India
Ghoti Budrukh,19.7167,73.6333,India
Sahawar,27.8,78.85,India
Mayang Imphal,24.6,93.9,India
Umga,24.6396,84.5577,India
Sikandarpur,26.0333,84.05,India
Purwa,26.47,80.78,India
Saiha,22.48,92.97,India
Aklvidu,16.6,81.3833,India
Rangapara,26.8377,92.6688,India
Palakodu,12.3037,78.073,India
Sohagpur,22.7,78.2,India
Tulsipur,27.55,82.42,India
Sahjanwa,26.75,83.2167,India
Dhamnagar,20.9141,86.4468,India
Tirumuruganpundi,11.1649,77.3084,India
Pallapatti,9.4664,77.8219,India
Mundargi,15.207,75.884,India
Narasingapuram,11.6038,78.5778,India
Nainpur,22.43,80.12,India
Tirumala,13.6833,79.35,India
Chandili,19.2467,83.4058,India
Mogalturru,16.4167,81.6,India
Matabhanga,26.342,89.2155,India
Shivganj,25.15,73.07,India
Balarampur,23.0972,86.2231,India
Ajnala,31.84,74.76,India
Mulakumud,8.2681,77.286,India
Ponneri,13.32,80.2,India
Patnagarh,20.7083,83.1326,India
Pata Kalidindi,16.5014,81.2908,India
Verukulambu,8.2953,77.2939,India
Shamgarh,24.18,75.63,India
Vinnamala,13.9074,79.9086,India
Tirutturaippundi,10.53,79.65,India
Nayanakulam,9.9611,78.1371,India
Pindwara,24.7945,73.055,India
Chapar,26.2839,90.2264,India
Vettakkaranpudur,10.5637,76.9166,India
Bundu,23.1609,85.5901,India
Gorantla,13.9892,77.7703,India
Navalgund,15.57,75.37,India
Tekari,24.9425,84.8427,India
Bhiraha,25.7978,86.0736,India
Velur,11.1114,78.0048,India
Pasighat,28.07,95.33,India
Belsand,26.4436,85.4008,India
Channagiri,14.024,75.9258,India
Kharupatia,26.5184,92.1472,India
Srvanampatti,11.0764,77.0045,India
Mummidivaram,16.65,82.1167,India
Khajuraho,24.85,79.9333,India
Suleswaranpatti,10.6388,77.0084,India
Ashwaraopeta,17.25,81.1333,India
Alangulam,8.864,77.4994,India
Muradpur,25.8,86.0055,India
Patakakani,16.3422,80.4911,India
Mau,26.2658,78.6711,India
Chanaur,25.851,86.6739,India
Yadiki,15.05,77.88,India
Bhadas,25.5184,86.4434,India
Khaira Tola,26.8958,84.1403,India
Kosigi,15.8542,77.243,India
Salar,23.7748,88.1026,India
Sanaur,30.3018,76.4579,India
Kumar Khad,26.5918,86.264,India
Gollapudi,16.5412,80.5784,India
Birpur,26.5082,87.0119,India
Loha,18.9623,77.1309,India
Shahpur,21.2374,76.2256,India
Maksi,23.26,76.1457,India
Pennadam,11.4039,79.2416,India
Annur,11.2325,77.1069,India
Shamsabad,27.5364,79.4394,India
Bijawar,24.6235,79.4899,India
Koili Simra,25.4714,87.2175,India
Sendamangalam,11.2825,78.2339,India
Dighwa,26.2437,84.7532,India
Gollalagunta,17.1672,82.2847,India
Dalan,25.603,87.5592,India
Latauna,26.0912,86.8809,India
Tirukkalikkunram,12.6067,80.0625,India
Mulgund,15.2807,75.5213,India
Kuju,23.7254,85.5102,India
Silappadi,10.394,78.0078,India
Pallikondai,12.9167,78.9333,India
Chandrakona,22.73,87.52,India
Gauripur,26.08,89.97,India
Tehri,30.38,78.48,India
Lalgudi,10.87,78.83,India
Kailashahar,24.33,92.02,India
Sarea Khas,26.635,84.5483,India
Konnur,16.2014,74.7489,India
Koilkuntla,15.2333,78.3167,India
Hungund,16.0621,76.0586,India
Pullappalli,9.7133,76.6873,India
Ponda,15.4034,74.0152,India
Tranquebar,11.0292,79.8494,India
Baud,20.8333,84.3167,India
Sulya,12.561,75.3874,India
Bagula,23.335,88.644,India
Lalganj,26.1277,80.7855,India
Perungudi,8.2792,77.6031,India
Bhawanigarh,30.27,76.04,India
Rajpur,21.9402,75.1361,India
Hirpardangal,23.82,86.9,India
Honavar,14.2809,74.445,India
Samrala,30.836,76.1932,India
Bariarpur,25.2885,86.5758,India
Kedia,23.7945,85.5872,India
Metekora,22.1881,88.5973,India
Yellapur,14.9637,74.7093,India
Toda Rai Singh,26.0167,75.4833,India
Badnawar,23.0218,75.2327,India
Sarai Ranjan,25.7671,85.7245,India
Vadakarai Kil Pidagai,9.0401,77.2741,India
Mandawa,28.05,75.15,India
Ravulapalem,16.753,81.832,India
Qadirganj,24.9138,85.5926,India
Pokhuria,25.1307,88.0375,India
Achhnera,27.18,77.77,India
Burhar,23.2149,81.532,India
Rampura,24.467,75.44,India
Kulgam,33.64,75.02,India
Mallasamudram,11.4933,78.0312,India
Parsagarhi,26.0935,87.0672,India
Adampur,31.4322,75.7148,India
Nagla,29.01,79.51,India
Sonari,27.0246,95.0163,India
Kurugodu,15.346,76.836,India
Ron,15.67,75.73,India
Sonepur,20.8333,83.9167,India
Muttupet,10.395,79.4935,India
Sakleshpur,12.893,75.725,India
Nakur,29.9189,77.3044,India
Vernag,33.5377,75.2503,India
Chakia,26.416,85.0467,India
Khirkiyan,22.1673,76.8614,India
Vengattur,13.0999,79.9321,India
Bermo,23.7878,85.9353,India
Tiruverumbur,10.7937,78.769,India
Simaria,25.5671,87.4929,India
Moirang,24.349,93.691,India
Kaler,25.118,84.4955,India
Kulattuppalaiyam,10.7613,77.5843,India
Velugodu,15.7817,78.6892,India
Peravurani,10.3,79.18,India
Asafabad,19.365,79.274,India
Kun Puhal,33.0058,76.5334,India
Gormi,26.6003,78.5119,India
Hulikal,11.3193,76.7732,India
Ankireddikuntapalem,16.2884,80.3916,India
Kodarma,24.4675,85.594,India
Zunheboto,25.9667,94.5167,India
Paravai,9.969,78.0613,India
Senda,24.4976,88.0684,India
Cholavandan,10.0167,77.9667,India
Nazareth,8.5562,77.971,India
Bhatpuri,29.17,79.16,India
Dindori,22.9414,81.0797,India
Cherial,17.9264,78.9719,India
Tiruttangal,9.4833,77.8333,India
Pawni,20.78,79.63,India
Abu,24.5925,72.7083,India
Kerur,16.0138,75.5463,India
Danwan,25.5292,84.4598,India
Sarari,26.2523,84.5484,India
Kanchika,16.4125,80.2323,India
Nasrullahganj,22.6837,77.2707,India
Pillaiyarkuppam,11.8119,79.7922,India
Jogipet,17.8356,78.0681,India
Prantij,23.4384,72.8572,India
